rank,drug_id,drug_name,score,raw_score,status
1786,CHEMBL5315092,AUTOLOGOUS CULTURED CHONDROCYTES,0.4681,-4.1769,novel
1787,CHEMBL295124,BERBERINE,0.4681,-4.1773,novel
1788,CHEMBL1200887,TRIMETHOBENZAMIDE HYDROCHLORIDE,0.4679,-4.1801,novel
1789,CHEMBL2048484,CANAGLIFLOZIN ANHYDROUS,0.4678,-4.181,novel
1790,CHEMBL1200959,METHDILAZINE,0.4675,-4.1854,novel
1791,CHEMBL1010,CEFOTAXIME SODIUM,0.4674,-4.1856,novel
1792,CHEMBL6068377,INFLUENZA A VIRUS HEMAGGLUTININ,0.4672,-4.1883,novel
1793,CHEMBL1191,SULFAMETHIZOLE,0.467,-4.1907,novel
1794,CHEMBL4298064,BERDAZIMER SODIUM,0.467,-4.1911,novel
1795,CHEMBL1289,HALOPROGIN,0.467,-4.1914,novel
1796,CHEMBL3301574,TISAGENLECLEUCEL,0.4669,-4.1927,novel
1797,CHEMBL2109205,COAGULATION FACTOR IX RECOMBINANT HUMAN,0.4667,-4.195,novel
1798,CHEMBL71595,HYDROGEN PEROXIDE,0.4667,-4.1953,novel
1799,CHEMBL2109334,INEBILIZUMAB,0.4665,-4.1977,novel
1800,CHEMBL5315076,ALBUTREPENONACOG ALFA,0.4663,-4.2002,novel
1801,CHEMBL2146883,COBIMETINIB,0.4662,-4.2016,novel
1802,CHEMBL1200781,CITALOPRAM HYDROBROMIDE,0.4659,-4.2055,novel
1803,CHEMBL18116,TOLOXATONE,0.4659,-4.2057,novel
1804,CHEMBL1200961,BROMPHENIRAMINE MALEATE,0.4658,-4.2074,novel
1805,CHEMBL4802263,CILTACABTAGENE AUTOLEUCEL,0.4657,-4.2076,novel
1806,CHEMBL4594350,ADAGRASIB,0.4656,-4.2088,novel
1807,CHEMBL2024517,CARIPRAZINE HYDROCHLORIDE,0.4654,-4.2119,novel
1808,CHEMBL1701,MEPERIDINE HYDROCHLORIDE,0.4652,-4.2145,novel
1809,CHEMBL4297839,TIRZEPATIDE,0.465,-4.2169,novel
1810,CHEMBL41355,EZOGABINE,0.4649,-4.2183,novel
1811,CHEMBL1205,NELFINAVIR MESYLATE,0.4649,-4.219,novel
1812,CHEMBL1201127,DARUNAVIR ETHANOLATE,0.464,-4.2298,novel
1813,CHEMBL284348,DALFAMPRIDINE,0.464,-4.2298,novel
1814,CHEMBL1351,CARBOPLATIN,0.4639,-4.2313,novel
1815,CHEMBL142703,VILDAGLIPTIN,0.4639,-4.2318,novel
1816,CHEMBL1042,CHOLECALCIFEROL,0.4638,-4.2324,novel
1817,CHEMBL227875,PRETOMANID,0.4638,-4.2331,novel
1818,CHEMBL1628504,RILPIVIRINE HYDROCHLORIDE,0.4635,-4.236,novel
1819,CHEMBL5095475,PALOPEGTERIPARATIDE,0.4634,-4.2377,novel
1820,CHEMBL4297091,CODEINE SULFATE,0.4633,-4.2385,novel
1821,CHEMBL648,CYCLIZINE,0.4633,-4.2389,novel
1822,CHEMBL2364607,COBIMETINIB FUMARATE,0.4631,-4.2412,novel
1823,CHEMBL64,ISONIAZID,0.4629,-4.2438,novel
1824,CHEMBL571546,TIRBANIBULIN,0.4628,-4.2461,novel
1825,CHEMBL1201770,METHYLNALTREXONE BROMIDE,0.4624,-4.2504,novel
1826,CHEMBL661,ALPRAZOLAM,0.4623,-4.2521,novel
1827,CHEMBL4297403,MELPHALAN FLUFENAMIDE HYDROCHLORIDE,0.4622,-4.2533,novel
1828,CHEMBL382301,ATOSIBAN,0.4621,-4.2544,novel
1829,CHEMBL453,SULFISOXAZOLE,0.4621,-4.2547,novel
1830,CHEMBL898,DIFLUNISAL,0.462,-4.2553,novel
1831,CHEMBL1200800,CALCIUM ACETATE,0.4619,-4.2577,novel
1832,CHEMBL235668,TIPIRACIL,0.4618,-4.2581,novel
1833,CHEMBL1200776,CINACALCET HYDROCHLORIDE,0.4616,-4.2606,novel
1834,CHEMBL864,CARBINOXAMINE,0.4616,-4.2611,novel
1835,CHEMBL15870,INDOPROFEN,0.4616,-4.2612,novel
1836,CHEMBL515,CHLORAMBUCIL,0.4615,-4.2618,novel
1837,CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,0.4612,-4.2664,novel
1838,CHEMBL1200873,PHENTOLAMINE MESYLATE,0.4612,-4.2664,novel
1839,CHEMBL2108334,EPTACOG ALFA (ACTIVATED),0.4611,-4.2676,novel
1840,CHEMBL667,ACETYLCHOLINE,0.4609,-4.2697,novel
1841,CHEMBL1200678,ATAZANAVIR SULFATE,0.4609,-4.2707,novel
1842,CHEMBL3707310,LOTILANER,0.4606,-4.2738,novel
1843,CHEMBL765,GUANETHIDINE,0.4604,-4.276,novel
1844,CHEMBL1515,METHIMAZOLE,0.4604,-4.2769,novel
1845,CHEMBL714,ALBUTEROL,0.4603,-4.2778,novel
1846,CHEMBL46,ONDANSETRON,0.4601,-4.2799,novel
1847,CHEMBL1697856,BUCETIN,0.4601,-4.281,novel
1848,CHEMBL1200798,TRAZODONE HYDROCHLORIDE,0.4598,-4.284,novel
1849,CHEMBL1393,SPIRONOLACTONE,0.4598,-4.2847,novel
1850,CHEMBL95889,BETAINE,0.4596,-4.2865,novel
1851,CHEMBL1200,BENOXINATE,0.4594,-4.2892,novel
1852,CHEMBL3137330,CABOTEGRAVIR SODIUM,0.4593,-4.2914,novel
1853,CHEMBL959,RIMANTADINE,0.4592,-4.2925,novel
1854,CHEMBL4297517,MAVACAMTEN,0.4589,-4.2954,novel
1855,CHEMBL174,AMPICILLIN,0.4589,-4.2958,novel
1856,CHEMBL1201561,PEGINTERFERON ALFA-2B,0.4589,-4.2964,novel
1857,CHEMBL1201516,PENTOSAN POLYSULFATE SODIUM,0.4589,-4.2965,novel
1858,CHEMBL1206690,PARECOXIB,0.4588,-4.2974,novel
1859,CHEMBL114,SAQUINAVIR,0.4588,-4.2978,novel
1860,CHEMBL58,MITOXANTRONE,0.4583,-4.3042,novel
1861,CHEMBL3707320,ALECTINIB HYDROCHLORIDE,0.4582,-4.3046,novel
1862,CHEMBL4594292,TEPOTINIB HYDROCHLORIDE,0.4582,-4.3046,novel
1863,CHEMBL1695,TIAGABINE HYDROCHLORIDE,0.4581,-4.3065,novel
1864,CHEMBL17157,TERFENADINE,0.4579,-4.3086,novel
1865,CHEMBL1175,DULOXETINE,0.4579,-4.3093,novel
1866,CHEMBL1201186,BISMUTH SUBCITRATE POTASSIUM,0.4578,-4.31,novel
1867,CHEMBL506247,TANNIC ACID,0.4577,-4.3108,novel
1868,CHEMBL4594598,EFTRENONACOG ALFA,0.4577,-4.3116,novel
1869,CHEMBL1429,DESMOPRESSIN,0.4577,-4.3117,novel
1870,CHEMBL139367,PERAMIVIR ANHYDROUS,0.4576,-4.3123,novel
1871,CHEMBL1237065,TRAMADOL HYDROCHLORIDE,0.4575,-4.3136,novel
1872,CHEMBL3989868,TUCATINIB,0.4575,-4.3144,novel
1873,CHEMBL3545368,PANOBINOSTAT LACTATE,0.4574,-4.3157,novel
1874,CHEMBL5314366,ESOMEPRAZOLE MAGNESIUM,0.4573,-4.3167,novel
1875,CHEMBL142635,NAFTOPIDIL,0.4568,-4.3226,novel
1876,CHEMBL296913,PARECOXIB SODIUM,0.4567,-4.3248,novel
1877,CHEMBL1201159,FENTANYL HYDROCHLORIDE,0.4567,-4.3248,novel
1878,CHEMBL2108875,TETANUS TOXOID,0.4566,-4.326,novel
1879,CHEMBL843,ROSIGLITAZONE MALEATE,0.4565,-4.3264,novel
1880,CHEMBL925,TYROSINE,0.4564,-4.3283,novel
1881,CHEMBL5315049,SITAGLIPTIN FUMARATE,0.4564,-4.3283,novel
1882,CHEMBL1200795,CLEMASTINE FUMARATE,0.4564,-4.3288,novel
1883,CHEMBL3590187,CLASCOTERONE,0.4563,-4.329,novel
1884,CHEMBL558,MEXILETINE,0.4563,-4.3298,novel
1885,CHEMBL1434,MINOCYCLINE,0.4563,-4.3299,novel
1886,CHEMBL2105712,AFATINIB DIMALEATE,0.4562,-4.3313,novel
1887,CHEMBL1090,VIDARABINE,0.4558,-4.3356,novel
1888,CHEMBL1120,BISMUTH SUBSALICYLATE,0.4557,-4.3377,novel
1889,CHEMBL4297534,GLASDEGIB MALEATE,0.4556,-4.338,novel
1890,CHEMBL1201666,LEPIRUDIN,0.4554,-4.3415,novel
1891,CHEMBL455,SULFACETAMIDE,0.4552,-4.3439,novel
1892,CHEMBL1200787,PHENOXYBENZAMINE HYDROCHLORIDE,0.4551,-4.3452,novel
1893,CHEMBL7568,QUINACRINE,0.4547,-4.3496,novel
1894,CHEMBL1451,TRIAMCINOLONE,0.4547,-4.3497,novel
1895,CHEMBL1201591,CORTICORELIN OVINE TRIFLUTATE,0.4542,-4.3566,novel
1896,CHEMBL3301598,FOSTEMSAVIR TROMETHAMINE,0.4542,-4.3571,novel
1897,CHEMBL218490,DORZOLAMIDE,0.4539,-4.3603,novel
1898,CHEMBL50588,EMETINE,0.4538,-4.3613,novel
1899,CHEMBL2107873,VONICOG ALFA,0.4538,-4.3614,novel
1900,CHEMBL53463,DOXORUBICIN,0.4535,-4.3658,novel
1901,CHEMBL829,METHYLPROMAZINE,0.4534,-4.3665,novel
1902,CHEMBL1341,METHOXYFLURANE,0.4534,-4.3671,novel
1903,CHEMBL3989867,BICTEGRAVIR SODIUM,0.4533,-4.368,novel
1904,CHEMBL1200492,NEFAZODONE HYDROCHLORIDE,0.4532,-4.3695,novel
1905,CHEMBL282042,SAQUINAVIR MESYLATE,0.453,-4.3724,novel
1906,CHEMBL404520,CHLORTETRACYCLINE,0.4529,-4.3729,novel
1907,CHEMBL256997,ATALUREN,0.4528,-4.3742,novel
1908,CHEMBL1200756,PYRIDOXINE HYDROCHLORIDE,0.4525,-4.3789,novel
1909,CHEMBL115,INDINAVIR ANHYDROUS,0.4524,-4.3797,novel
1910,CHEMBL6068360,"INFLUENZA A VIRUS, INACTIVATED WHOLE VIRION",0.4523,-4.3809,novel
1911,CHEMBL272427,TAURURSODIOL,0.4523,-4.3813,novel
1912,CHEMBL938,SARALASIN,0.452,-4.385,novel
1913,CHEMBL1435,CEFAZOLIN,0.452,-4.3852,novel
1914,CHEMBL6068384,"INFLUENZA B VIRUS, INACTIVATED HEMAGGLUTININ",0.4519,-4.3869,novel
1915,CHEMBL4650215,INAVOLISIB,0.4518,-4.3882,novel
1916,CHEMBL4250860,DANICOPAN,0.4515,-4.3916,novel
1917,CHEMBL420,GUANABENZ,0.4513,-4.3936,novel
1918,CHEMBL2111290,TESAMORELIN ACETATE,0.4512,-4.3952,novel
1919,CHEMBL2103827,DROXIDOPA,0.4509,-4.3989,novel
1920,CHEMBL1201174,SITAGLIPTIN PHOSPHATE,0.4509,-4.3993,novel
1921,CHEMBL1440,TETRACYCLINE,0.4509,-4.3995,novel
1922,CHEMBL299400,BUTORPHANOL TARTRATE,0.4509,-4.3996,novel
1923,CHEMBL1557,DOPAMINE HYDROCHLORIDE,0.4506,-4.4028,novel
1924,CHEMBL2107354,MIFAMURTIDE,0.4506,-4.4034,novel
1925,CHEMBL5095451,ETRANACOGENE DEZAPARVOVEC,0.4504,-4.4051,novel
1926,CHEMBL2108348,NONACOG BETA PEGOL,0.4504,-4.4059,novel
1927,CHEMBL6068334,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE,0.4501,-4.4094,novel
1928,CHEMBL6068478,LAZERTINIB MESYLATE,0.4498,-4.4139,novel
1929,CHEMBL13376,CLOMETACIN,0.4495,-4.4176,novel
1930,CHEMBL839,CARTEOLOL,0.4494,-4.4181,novel
1931,CHEMBL1294,QUINIDINE,0.4492,-4.4211,novel
1932,CHEMBL612,DEXTROAMPHETAMINE,0.4492,-4.4213,novel
1933,CHEMBL227529,ALOGLIPTIN BENZOATE,0.4492,-4.4217,novel
1934,CHEMBL146095,GLAFENINE,0.4491,-4.4223,novel
1935,CHEMBL58323,LACOSAMIDE,0.4491,-4.423,novel
1936,CHEMBL2107874,ROMOSOZUMAB,0.449,-4.424,novel
1937,CHEMBL1082,AMOXICILLIN,0.449,-4.4244,novel
1938,CHEMBL434,ISOPROTERENOL,0.4487,-4.4282,novel
1939,CHEMBL986,RETINOL,0.4486,-4.4287,novel
1940,CHEMBL3545432,IXAZOMIB CITRATE,0.4484,-4.4321,novel
1941,CHEMBL17,DICHLORPHENAMIDE,0.4483,-4.4322,novel
1942,CHEMBL1215,PHENYLEPHRINE,0.4483,-4.4326,novel
1943,CHEMBL1615372,LURASIDONE HYDROCHLORIDE,0.4483,-4.4328,novel
1944,CHEMBL3989402,PERAMIVIR,0.4482,-4.4339,novel
1945,CHEMBL1201237,LEVOBUNOLOL,0.4481,-4.4353,novel
1946,CHEMBL1558,PRAZOSIN HYDROCHLORIDE,0.448,-4.4367,novel
1947,CHEMBL1201471,HYDROXYPROPYL CELLULOSE,0.4479,-4.4373,novel
1948,CHEMBL1363,ARFORMOTEROL,0.4478,-4.4392,novel
1949,CHEMBL1200406,DIMENHYDRINATE,0.4473,-4.4453,novel
1950,CHEMBL1201743,SAXAGLIPTIN HYDROCHLORIDE,0.4473,-4.446,novel
1951,CHEMBL1200986,HALOPERIDOL DECANOATE,0.447,-4.449,novel
1952,CHEMBL1214124,PERAMPANEL,0.447,-4.4494,novel
1953,CHEMBL1286,LEVETIRACETAM,0.4469,-4.4506,novel
1954,CHEMBL55,PENTAMIDINE,0.4467,-4.4539,novel
1955,CHEMBL6068362,"INFLUENZA A VIRUS, INACTIVATED NEURAMINIDASE",0.4463,-4.4585,novel
1956,CHEMBL1200710,CLOMIPRAMINE HYDROCHLORIDE,0.4463,-4.459,novel
1957,CHEMBL3707358,OLIPUDASE ALFA,0.4462,-4.4598,novel
1958,CHEMBL564085,TROLEANDOMYCIN,0.4462,-4.4602,novel
1959,CHEMBL1481,GLIMEPIRIDE,0.4461,-4.4613,novel
1960,CHEMBL481,IRINOTECAN,0.4461,-4.4616,novel
1961,CHEMBL1201213,ISOETHARINE,0.4457,-4.4667,novel
1962,CHEMBL451,CHLORDIAZEPOXIDE,0.4455,-4.4693,novel
1963,CHEMBL4298200,LIFILEUCEL,0.4448,-4.4774,novel
1964,CHEMBL1737,SILDENAFIL CITRATE,0.4447,-4.4796,novel
1965,CHEMBL289469,GRANISETRON,0.4446,-4.4807,novel
1966,CHEMBL1201287,DEXBROMPHENIRAMINE,0.4444,-4.4828,novel
1967,CHEMBL1561,MIGLITOL,0.4444,-4.4835,novel
1968,CHEMBL5315123,DIFELIKEFALIN ACETATE,0.4443,-4.4846,novel
1969,CHEMBL750,ZONISAMIDE,0.4439,-4.4897,novel
1970,CHEMBL1590,PSEUDOEPHEDRINE,0.4435,-4.4947,novel
1971,CHEMBL6068500,"FECAL MICROBIOTA SPORES, LIVE",0.4433,-4.4975,novel
1972,CHEMBL3233142,LUMATEPERONE TOSYLATE,0.4432,-4.4991,novel
1973,CHEMBL1201294,DIPHENOXYLATE,0.443,-4.5012,novel
1974,CHEMBL485696,SULFISOMIDINE,0.4429,-4.503,novel
1975,CHEMBL44354,CEFTAZIDIME,0.4428,-4.5037,novel
1976,CHEMBL593,DELAVIRDINE,0.4428,-4.5039,novel
1977,CHEMBL2048028,LIFITEGRAST,0.4421,-4.5131,novel
1978,CHEMBL807,MEMANTINE,0.4417,-4.5181,novel
1979,CHEMBL3989928,REZAFUNGIN ACETATE,0.4415,-4.5204,novel
1980,CHEMBL2110372,RANITIDINE HYDROCHLORIDE,0.4415,-4.5205,novel
1981,CHEMBL152,CIDOFOVIR ANHYDROUS,0.4413,-4.5237,novel
1982,CHEMBL2108597,FERRIC CARBOXYMALTOSE,0.4412,-4.5244,novel
1983,CHEMBL6068361,"INFLUENZA A VIRUS, INACTIVATED HEMAGGLUTININ",0.4412,-4.5247,novel
1984,CHEMBL2103870,LUMACAFTOR,0.4411,-4.5254,novel
1985,CHEMBL1401,NITAZOXANIDE,0.4408,-4.5299,novel
1986,CHEMBL4297101,CEFTOBIPROLE MEDOCARIL SODIUM,0.4406,-4.5327,novel
1987,CHEMBL3137317,SONIDEGIB PHOSPHATE,0.4402,-4.5375,novel
1988,CHEMBL4298184,MAFTIVIMAB,0.4401,-4.5387,novel
1989,CHEMBL1200675,TOREMIFENE CITRATE,0.44,-4.5397,novel
1990,CHEMBL689,MANNITOL,0.4398,-4.5427,novel
1991,CHEMBL1237055,HYDROMORPHONE HYDROCHLORIDE,0.4398,-4.5432,novel
1992,CHEMBL5095440,OBECABTAGENE AUTOLEUCEL,0.4392,-4.5508,novel
1993,CHEMBL1200596,CHLOROXINE,0.4389,-4.5538,novel
1994,CHEMBL1517,OXYTETRACYCLINE,0.4388,-4.556,novel
1995,CHEMBL1282,IMIQUIMOD,0.4386,-4.5584,novel
1996,CHEMBL5314649,RITLECITINIB TOSYLATE,0.4385,-4.5589,novel
1997,CHEMBL38,TRETINOIN,0.4384,-4.5609,novel
1998,CHEMBL2105749,SAMIDORPHAN L-MALATE,0.4383,-4.5617,novel
1999,CHEMBL84,TOPOTECAN,0.4383,-4.5624,novel
2000,CHEMBL980,GUAIFENESIN,0.438,-4.5662,novel
2001,CHEMBL110458,MIGALASTAT,0.438,-4.5664,novel
2002,CHEMBL1200420,MIDAZOLAM HYDROCHLORIDE,0.4379,-4.5674,novel
2003,CHEMBL1411979,METHAPYRILENE,0.4376,-4.5704,novel
2004,CHEMBL856,PRIMIDONE,0.4375,-4.572,novel
2005,CHEMBL1773,CAPECITABINE,0.4374,-4.573,novel
2006,CHEMBL5315054,ERTUGLIFLOZIN PIDOLATE,0.4374,-4.573,novel
2007,CHEMBL1213351,PROPOXYPHENE,0.4368,-4.5808,novel
2008,CHEMBL1201632,IMIGLUCERASE,0.4368,-4.581,novel
2009,CHEMBL1366,AURANOFIN,0.4367,-4.5829,novel
2010,CHEMBL1256786,FORMOTEROL,0.4364,-4.587,novel
2011,CHEMBL4298188,ODESIVIMAB,0.4363,-4.588,novel
2012,CHEMBL3989871,AVACOPAN,0.4361,-4.5905,novel
2013,CHEMBL1201216,DAPIPRAZOLE,0.436,-4.5912,novel
2014,CHEMBL1743062,RAMUCIRUMAB,0.4359,-4.5927,novel
2015,CHEMBL1200976,IDARUBICIN HYDROCHLORIDE,0.4358,-4.594,novel
2016,CHEMBL1201441,COLISTIMETHATE SODIUM,0.4358,-4.5945,novel
2017,CHEMBL3989691,ELTROMBOPAG OLAMINE,0.4357,-4.5956,novel
2018,CHEMBL1544,LIOTHYRONINE,0.4356,-4.5963,novel
2019,CHEMBL127,MEROPENEM,0.4356,-4.5969,novel
2020,CHEMBL2108727,TALIMOGENE LAHERPAREPVEC,0.4356,-4.5974,novel
2021,CHEMBL316561,PROGLUMIDE,0.4354,-4.5999,novel
2022,CHEMBL255044,FLUPIRTINE,0.4353,-4.6012,novel
2023,CHEMBL697,METHSUXIMIDE,0.4346,-4.6097,novel
2024,CHEMBL3291398,LEFAMULIN,0.4345,-4.6105,novel
2025,CHEMBL3039507,SOTAGLIFLOZIN,0.4344,-4.6122,novel
2026,CHEMBL1095,ETHOTOIN,0.4343,-4.6133,novel
2027,CHEMBL3184791,STREPTOMYCIN SULFATE,0.4343,-4.6138,novel
2028,CHEMBL1201063,PROPAFENONE HYDROCHLORIDE,0.434,-4.6179,novel
2029,CHEMBL4297064,MILNACIPRAN HYDROCHLORIDE,0.4339,-4.6183,novel
2030,CHEMBL3989519,DOXAPRAM HYDROCHLORIDE,0.4339,-4.6191,novel
2031,CHEMBL642,ACEBUTOLOL,0.4338,-4.6196,novel
2032,CHEMBL2103854,OMADACYCLINE TOSYLATE,0.4336,-4.6228,novel
2033,CHEMBL2109121,DIPHTHERIA TOXOID,0.4335,-4.6239,novel
2034,CHEMBL435,HYDROCHLOROTHIAZIDE,0.433,-4.6304,novel
2035,CHEMBL808,ECONAZOLE,0.4328,-4.633,novel
2036,CHEMBL3183075,NIZATIDINE,0.4327,-4.6349,novel
2037,CHEMBL2108594,EPTOTERMIN ALFA,0.4325,-4.6364,novel
2038,CHEMBL1073,GLIPIZIDE,0.4325,-4.6371,novel
2039,CHEMBL4297879,.ALPHA.1-PROTEINASE INHIBITOR HUMAN,0.4321,-4.6415,novel
2040,CHEMBL2108078,PARATHYROID HORMONE,0.432,-4.6428,novel
2041,CHEMBL3989869,UMBRALISIB TOSYLATE,0.432,-4.6438,novel
2042,CHEMBL853,ZALCITABINE,0.4319,-4.6446,novel
2043,CHEMBL473,DOFETILIDE,0.4316,-4.6478,novel
2044,CHEMBL776,METAPROTERENOL,0.4314,-4.6504,novel
2045,CHEMBL1201262,DIPIVEFRIN,0.4314,-4.6512,novel
2046,CHEMBL116,AMPRENAVIR,0.4314,-4.6517,novel
2047,CHEMBL3989766,ORITAVANCIN DIPHOSPHATE,0.4312,-4.6538,novel
2048,CHEMBL1201010,FLUDROCORTISONE ACETATE,0.431,-4.6568,novel
2049,CHEMBL1291,METIPRANOLOL,0.4309,-4.6579,novel
2050,CHEMBL3301650,DALBAVANCIN HYDROCHLORIDE,0.4307,-4.6603,novel
2051,CHEMBL491571,DORIPENEM,0.4304,-4.6635,novel
2052,CHEMBL17879,MARALIXIBAT CHLORIDE,0.4304,-4.6636,novel
2053,CHEMBL4298187,FERRIC DERISOMALTOSE,0.4303,-4.6651,novel
2054,CHEMBL1509,DROSPIRENONE,0.4303,-4.6659,novel
2055,CHEMBL1200718,MAGNESIUM HYDROXIDE,0.4302,-4.6662,novel
2056,CHEMBL1071,OXAPROZIN,0.4301,-4.6677,novel
2057,CHEMBL657,DIPHENHYDRAMINE,0.4301,-4.6683,novel
2058,CHEMBL1373,MODAFINIL,0.4299,-4.6707,novel
2059,CHEMBL1055,CHLORTHALIDONE,0.4296,-4.674,novel
2060,CHEMBL5315077,TILMANOCEPT,0.4294,-4.6767,novel
2061,CHEMBL1442422,DIBENZEPIN,0.4294,-4.6775,novel
2062,CHEMBL605846,OLODATEROL,0.4293,-4.6776,novel
2063,CHEMBL1562610,MECLOFENAMATE SODIUM,0.4291,-4.6809,novel
2064,CHEMBL3707330,ROLAPITANT HYDROCHLORIDE,0.429,-4.6815,novel
2065,CHEMBL1200862,METYROSINE,0.4284,-4.6896,novel
2066,CHEMBL4298110,FERRIC MALTOL,0.4284,-4.6898,novel
2067,CHEMBL1201497,INSULIN GLARGINE,0.4284,-4.6898,novel
2068,CHEMBL1118,DESVENLAFAXINE,0.4281,-4.6938,novel
2069,CHEMBL1604,CEPHRADINE,0.428,-4.6948,novel
2070,CHEMBL3989826,OXYCODONE TEREPHTHALATE,0.4277,-4.6982,novel
2071,CHEMBL6,INDOMETHACIN,0.4276,-4.6996,novel
2072,CHEMBL895,NALBUPHINE,0.4275,-4.701,novel
2073,CHEMBL2338329,ROXADUSTAT,0.4275,-4.702,novel
2074,CHEMBL3137318,TALAZOPARIB TOSYLATE,0.4273,-4.7037,novel
2075,CHEMBL2062266,DIHYDROCODEINE BITARTRATE,0.4273,-4.7041,novel
2076,CHEMBL572,NITROFURANTOIN,0.4273,-4.7042,novel
2077,CHEMBL788,IDOXURIDINE,0.4272,-4.705,novel
2078,CHEMBL2107816,RADIUM RA 223 DICHLORIDE,0.4272,-4.7053,novel
2079,CHEMBL2028663,DABRAFENIB,0.4271,-4.7066,novel
2080,CHEMBL533,IBUTILIDE,0.4271,-4.707,novel
2081,CHEMBL1201735,BUPROPION HYDROBROMIDE,0.4269,-4.7088,novel
2082,CHEMBL159226,MOXISYLYTE,0.4269,-4.7095,novel
2083,CHEMBL2096660,SAMARIUM SM 153 LEXIDRONAM PENTASODIUM,0.4267,-4.712,novel
2084,CHEMBL1200879,WARFARIN SODIUM,0.4266,-4.7135,novel
2085,CHEMBL3188993,QUETIAPINE FUMARATE,0.4265,-4.7148,novel
2086,CHEMBL1200758,AMPICILLIN SODIUM,0.4264,-4.7154,novel
2087,CHEMBL3989716,PROPOXYPHENE NAPSYLATE,0.4263,-4.7168,novel
2088,CHEMBL20,ACETAZOLAMIDE,0.4261,-4.719,novel
2089,CHEMBL1237104,PROPOXYPHENE HYDROCHLORIDE,0.4259,-4.7224,novel
2090,CHEMBL861,MEPHENYTOIN,0.4257,-4.7245,novel
2091,CHEMBL2111286,RANITIDINE BISMUTH CITRATE,0.4257,-4.7247,novel
2092,CHEMBL1201177,LEVOBUNOLOL HYDROCHLORIDE,0.4257,-4.7249,novel
2093,CHEMBL2364609,ESKETAMINE HYDROCHLORIDE,0.4255,-4.7272,novel
2094,CHEMBL1027,TIAGABINE,0.4254,-4.7281,novel
2095,CHEMBL651,METHADONE,0.4254,-4.7284,novel
2096,CHEMBL3188034,TRIPROLIDINE HYDROCHLORIDE,0.4253,-4.7292,novel
2097,CHEMBL622,ETODOLAC,0.4253,-4.7304,novel
2098,CHEMBL1951095,ERAVACYCLINE,0.425,-4.734,novel
2099,CHEMBL655,MIDAZOLAM,0.4248,-4.7364,novel
2100,CHEMBL1201149,NALTREXONE HYDROCHLORIDE,0.4248,-4.7367,novel
2101,CHEMBL1201341,ECHOTHIOPHATE,0.4246,-4.7383,novel
2102,CHEMBL1200734,FOSAMPRENAVIR CALCIUM,0.4246,-4.7389,novel
2103,CHEMBL2103837,TAFAMIDIS,0.4244,-4.7411,novel
2104,CHEMBL3989949,CENOBAMATE,0.4244,-4.7412,novel
2105,CHEMBL1788385,TILBROQUINOL,0.4243,-4.7422,novel
2106,CHEMBL1201191,LEVOCETIRIZINE,0.4243,-4.7432,novel
2107,CHEMBL3989921,NERATINIB MALEATE,0.4242,-4.7445,novel
2108,CHEMBL5315078,EPTACOG BETA (ACTIVATED),0.4241,-4.7448,novel
2109,CHEMBL1201168,ISOCARBOXAZID,0.4238,-4.7491,novel
2110,CHEMBL1650818,AMDINOCILLIN PIVOXIL,0.4237,-4.7504,novel
2111,CHEMBL2146124,CEFUROXIME SODIUM,0.4236,-4.752,novel
2112,CHEMBL1201229,DEMECARIUM,0.4231,-4.7586,novel
2113,CHEMBL3989677,HYDROCODONE BITARTRATE,0.423,-4.7594,novel
2114,CHEMBL1643,RIBAVIRIN,0.4229,-4.7602,novel
2115,CHEMBL812,PYRIDOSTIGMINE BROMIDE,0.4226,-4.7645,novel
2116,CHEMBL599,MELOXICAM,0.4226,-4.7649,novel
2117,CHEMBL904,DEXMETHYLPHENIDATE HYDROCHLORIDE,0.4225,-4.7664,novel
2118,CHEMBL3989510,PENTAZOCINE HYDROCHLORIDE,0.4224,-4.767,novel
2119,CHEMBL1200395,ORPHENADRINE CITRATE,0.4223,-4.7691,novel
2120,CHEMBL4594382,DEURUXOLITINIB PHOSPHATE,0.4215,-4.7785,novel
2121,CHEMBL29,PENICILLIN G,0.4215,-4.779,novel
2122,CHEMBL4298183,ATOLTIVIMAB,0.4213,-4.7818,novel
2123,CHEMBL1200885,ALOSETRON HYDROCHLORIDE,0.4212,-4.7827,novel
2124,CHEMBL1201785,HEXAMINOLEVULINATE HYDROCHLORIDE,0.4211,-4.7834,novel
2125,CHEMBL3989803,DIPYRONE,0.4209,-4.7866,novel
2126,CHEMBL607400,BRIVARACETAM,0.4209,-4.787,novel
2127,CHEMBL1384,KANAMYCIN,0.4209,-4.7872,novel
2128,CHEMBL256907,MARAVIROC,0.4208,-4.7879,novel
2129,CHEMBL3137312,DASABUVIR,0.4206,-4.7899,novel
2130,CHEMBL1685,DEZOCINE,0.4206,-4.7907,novel
2131,CHEMBL72,DESIPRAMINE,0.4205,-4.792,novel
2132,CHEMBL1201132,NALBUPHINE HYDROCHLORIDE,0.4204,-4.793,novel
2133,CHEMBL1592101,BISMUTH SUBGALLATE,0.4203,-4.7944,novel
2134,CHEMBL28318,PROPYPHENAZONE,0.4202,-4.7955,novel
2135,CHEMBL2108278,ETEPLIRSEN,0.4202,-4.7958,novel
