rank,drug_id,drug_name,score,raw_score,status
1096,CHEMBL4297334,PIFLUFOLASTAT F18,0.547,-3.1582,novel
1097,CHEMBL414804,OXALIPLATIN,0.5469,-3.1593,novel
1098,CHEMBL1201514,PEGADEMASE BOVINE,0.5469,-3.16,novel
1099,CHEMBL1200636,CYCLOBENZAPRINE HYDROCHLORIDE,0.5468,-3.161,novel
1100,CHEMBL1455,ALTRETAMINE,0.5468,-3.1611,novel
1101,CHEMBL1204187,GEPIRONE HYDROCHLORIDE,0.5468,-3.1612,novel
1102,CHEMBL2109171,DIBOTERMIN ALFA,0.5465,-3.1652,novel
1103,CHEMBL2159122,ELUXADOLINE,0.5463,-3.1671,novel
1104,CHEMBL2364637,TENOFOVIR ALAFENAMIDE FUMARATE,0.5463,-3.1673,novel
1105,CHEMBL3989989,AXICABTAGENE CILOLEUCEL,0.5462,-3.1682,novel
1106,CHEMBL189963,PALBOCICLIB,0.5461,-3.1703,novel
1107,CHEMBL1689063,AVIBACTAM,0.546,-3.1714,novel
1108,CHEMBL570,TRIFLUPROMAZINE,0.5456,-3.1761,novel
1109,CHEMBL3707357,BROLUCIZUMAB,0.5455,-3.1781,novel
1110,CHEMBL2106939,POLIHEXANIDE,0.5454,-3.1785,novel
1111,CHEMBL1743035,LEBRIKIZUMAB,0.5454,-3.1789,novel
1112,CHEMBL1201832,ROMIPLOSTIM,0.5454,-3.1789,novel
1113,CHEMBL1201560,PEGINTERFERON ALFA-2A,0.5454,-3.1796,novel
1114,CHEMBL6068382,SARS-COV-2 VIRUS SPIKE PROTEIN,0.5453,-3.1798,novel
1115,CHEMBL1172,DESLORATADINE,0.5451,-3.1828,novel
1116,CHEMBL502182,ELAGOLIX SODIUM,0.545,-3.1844,novel
1117,CHEMBL529437,COCAINE HYDROCHLORIDE,0.5449,-3.1854,novel
1118,CHEMBL46286,OMACETAXINE MEPESUCCINATE,0.5449,-3.1859,novel
1119,CHEMBL1488,URACIL MUSTARD,0.5449,-3.1859,novel
1120,CHEMBL1201247,GOSERELIN,0.5449,-3.1859,novel
1121,CHEMBL1201458,ETHIODIZED OIL,0.5449,-3.1859,novel
1122,CHEMBL1977579,STREPTOZOCIN,0.5449,-3.1859,novel
1123,CHEMBL4650319,MOBOCERTINIB,0.5449,-3.1859,novel
1124,CHEMBL1200444,PIRBUTEROL ACETATE,0.5448,-3.1873,novel
1125,CHEMBL1201728,DESVENLAFAXINE SUCCINATE,0.5447,-3.1882,novel
1126,CHEMBL1963681,AVANAFIL,0.5446,-3.1896,novel
1127,CHEMBL248702,DEXFENFLURAMINE,0.5444,-3.1916,novel
1128,CHEMBL1439,TAZOBACTAM SODIUM,0.5442,-3.1946,novel
1129,CHEMBL1094966,PIRBUTEROL,0.5442,-3.1949,novel
1130,CHEMBL6067989,CUPRIC CHLORIDE CU-64,0.5442,-3.195,novel
1131,CHEMBL1200561,DOXAZOSIN MESYLATE,0.5442,-3.1951,novel
1132,CHEMBL1129,TRIFLURIDINE,0.5439,-3.1983,novel
1133,CHEMBL1200638,DEXBROMPHENIRAMINE MALEATE,0.5439,-3.1984,novel
1134,CHEMBL2364639,VALBENAZINE,0.5438,-3.2001,novel
1135,CHEMBL2043437,GLASDEGIB,0.5438,-3.2002,novel
1136,CHEMBL1201012,FLURANDRENOLIDE,0.5438,-3.2003,novel
1137,CHEMBL3301597,FERRIC CITRATE,0.5437,-3.2007,novel
1138,CHEMBL3545252,DOCETAXEL,0.5437,-3.2013,novel
1139,CHEMBL1364,PYRIDOXINE,0.5437,-3.2015,novel
1140,CHEMBL578767,FLUMEXADOL,0.5435,-3.2031,novel
1141,CHEMBL1200598,DIETHYLSTILBESTROL DIPHOSPHATE,0.5435,-3.2035,novel
1142,CHEMBL70972,SERATRODAST,0.5435,-3.2041,novel
1143,CHEMBL137,METRONIDAZOLE,0.5432,-3.2072,novel
1144,CHEMBL1232,ERTAPENEM SODIUM,0.5427,-3.2133,novel
1145,CHEMBL1746,SODIUM PHENYLBUTYRATE,0.5426,-3.2148,novel
1146,CHEMBL1088,MESORIDAZINE,0.5426,-3.2149,novel
1147,CHEMBL452231,TENIPOSIDE,0.5426,-3.2154,novel
1148,CHEMBL2105732,LEVOMILNACIPRAN HYDROCHLORIDE,0.5423,-3.2184,novel
1149,CHEMBL2095222,OCRIPLASMIN,0.5423,-3.2188,novel
1150,CHEMBL6068365,STREPTOCOCCUS PNEUMONIAE POLYSACCHARIDE CONJUGATED TO CORYNEBACTERIUM DIPHTHERIAE TOXOID,0.5423,-3.2191,novel
1151,CHEMBL2108724,SEMAGLUTIDE,0.5423,-3.2192,novel
1152,CHEMBL284092,GEPIRONE,0.5421,-3.2213,novel
1153,CHEMBL589586,MONOMETHYL FUMARATE,0.5421,-3.2221,novel
1154,CHEMBL190461,CANNABIDIOL,0.5419,-3.2237,novel
1155,CHEMBL6068374,"CHIMERIC YELLOW FEVER DENGUE VIRUS, LIVE ATTENUATED",0.5419,-3.2248,novel
1156,CHEMBL1454910,NITROXOLINE,0.5417,-3.2268,novel
1157,CHEMBL405110,METHYLENE BLUE ANHYDROUS,0.5416,-3.2276,novel
1158,CHEMBL1200396,BUPIVACAINE HYDROCHLORIDE,0.5416,-3.2283,novel
1159,CHEMBL832,SULFINPYRAZONE,0.5416,-3.2286,novel
1160,CHEMBL5314362,ENTECAVIR,0.5415,-3.229,novel
1161,CHEMBL1321,PROCARBAZINE,0.5413,-3.2319,novel
1162,CHEMBL708,ZIPRASIDONE,0.5413,-3.2323,novel
1163,CHEMBL426084,SAMIDORPHAN,0.5412,-3.2331,novel
1164,CHEMBL1201180,DICLOFENAC EPOLAMINE,0.5411,-3.2346,novel
1165,CHEMBL313972,MASOPROCOL,0.5411,-3.2346,novel
1166,CHEMBL3137320,TALAZOPARIB,0.541,-3.2353,novel
1167,CHEMBL1201477,POLYESTRADIOL PHOSPHATE,0.5409,-3.2366,novel
1168,CHEMBL4105630,ZURANOLONE,0.5409,-3.2368,novel
1169,CHEMBL2105458,THENALIDINE,0.5407,-3.2393,novel
1170,CHEMBL6068383,"SARS-COV-2 VIRUS, INACTIVATED",0.5405,-3.2419,novel
1171,CHEMBL2108508,INTERFERON ALFA-2A,0.5405,-3.242,novel
1172,CHEMBL857,BIOTIN,0.5403,-3.2445,novel
1173,CHEMBL1201587,ALEMTUZUMAB,0.54,-3.2485,novel
1174,CHEMBL148,IMIPENEM ANHYDROUS,0.54,-3.2491,novel
1175,CHEMBL6068350,BORDETELLA PERTUSSIS PERTACTIN AUTOTRANSPORTER,0.5399,-3.2505,novel
1176,CHEMBL388590,BENZBROMARONE,0.5398,-3.2511,novel
1177,CHEMBL1743047,NECITUMUMAB,0.5396,-3.2538,novel
1178,CHEMBL1200963,BIMATOPROST,0.5392,-3.2585,novel
1179,CHEMBL2096631,CLORAZEPATE DIPOTASSIUM,0.5392,-3.259,novel
1180,CHEMBL2181927,FINERENONE,0.5388,-3.2648,novel
1181,CHEMBL778,DEXMEDETOMIDINE,0.5387,-3.265,novel
1182,CHEMBL167731,PIXANTRONE,0.5386,-3.2667,novel
1183,CHEMBL3184986,ZINC ACETATE,0.5385,-3.2685,novel
1184,CHEMBL91397,RUPATADINE,0.5384,-3.269,novel
1185,CHEMBL94454,MIZOLASTINE,0.5383,-3.271,novel
1186,CHEMBL3989756,TALC,0.5383,-3.271,novel
1187,CHEMBL276520,INDALPINE,0.5382,-3.2725,novel
1188,CHEMBL3989798,FORMOTEROL FUMARATE,0.538,-3.2746,novel
1189,CHEMBL24778,SILODOSIN,0.5379,-3.2762,novel
1190,CHEMBL4594300,FOSDENOPTERIN HYDROBROMIDE,0.5379,-3.2762,novel
1191,CHEMBL1201255,HISTRELIN,0.5378,-3.2768,novel
1192,CHEMBL773,GLYCINE,0.5377,-3.2788,novel
1193,CHEMBL4303060,MELPHALAN FLUFENAMIDE,0.5377,-3.2788,novel
1194,CHEMBL1201466,"ESTROGENS, CONJUGATED SYNTHETIC A",0.5375,-3.2806,novel
1195,CHEMBL4298092,GLOFITAMAB,0.5375,-3.2808,novel
1196,CHEMBL6068332,TENOFOVIR DISOPROXIL MALEATE,0.5375,-3.2812,novel
1197,CHEMBL3261331,RESMETIROM,0.5372,-3.2854,novel
1198,CHEMBL3187365,ASENAPINE,0.5371,-3.2856,novel
1199,CHEMBL1201066,VENLAFAXINE HYDROCHLORIDE,0.537,-3.287,novel
1200,CHEMBL499,TIMOLOL,0.5368,-3.2899,novel
1201,CHEMBL1201110,VALACYCLOVIR HYDROCHLORIDE,0.5368,-3.2905,novel
1202,CHEMBL1201162,DORZOLAMIDE HYDROCHLORIDE,0.5366,-3.2921,novel
1203,CHEMBL1742994,BRENTUXIMAB VEDOTIN,0.5365,-3.2936,novel
1204,CHEMBL4303454,DORIPENEM MONOHYDRATE,0.5365,-3.2944,novel
1205,CHEMBL1585,PIPOBROMAN,0.5364,-3.2949,novel
1206,CHEMBL5314796,SELVACOVATEIN,0.5364,-3.2957,novel
1207,CHEMBL157101,KETOCONAZOLE,0.5362,-3.2972,novel
1208,CHEMBL3989915,DIFELIKEFALIN,0.5361,-3.2991,novel
1209,CHEMBL191083,METHYLENE BLUE CATION,0.5361,-3.2997,novel
1210,CHEMBL6068351,"ROTAVIRUS, LIVE ATTENUATED",0.536,-3.3004,novel
1211,CHEMBL154,NAPROXEN,0.5359,-3.3018,novel
1212,CHEMBL939,GEFITINIB,0.5359,-3.302,novel
1213,CHEMBL1201274,LEVOBETAXOLOL,0.5358,-3.3026,novel
1214,CHEMBL1448187,FLUPHENAZINE HYDROCHLORIDE,0.5358,-3.3031,novel
1215,CHEMBL545,ALCOHOL,0.5358,-3.3035,novel
1216,CHEMBL946,AZATADINE,0.5358,-3.3036,novel
1217,CHEMBL6068381,ADENOVIRUS TYPE 26 ENCODING SARS-COV-2 SPIKE GLYCOPROTEIN,0.5355,-3.3063,novel
1218,CHEMBL1693,DIETHYLPROPION HYDROCHLORIDE,0.5354,-3.3082,novel
1219,CHEMBL675,ALENDRONATE SODIUM,0.5353,-3.3095,novel
1220,CHEMBL1743081,TRALOKINUMAB,0.5352,-3.311,novel
1221,CHEMBL855,TRIPROLIDINE,0.5352,-3.3111,novel
1222,CHEMBL1213251,CLOBENZOREX,0.5351,-3.3121,novel
1223,CHEMBL70046,SORIVUDINE,0.535,-3.3131,novel
1224,CHEMBL997,IBANDRONIC ACID,0.5348,-3.3158,novel
1225,CHEMBL532,ERYTHROMYCIN,0.5347,-3.3168,novel
1226,CHEMBL1713,CHLORPROMAZINE HYDROCHLORIDE,0.5346,-3.3183,novel
1227,CHEMBL1096562,METHYL AMINOLEVULINATE,0.5345,-3.3201,novel
1228,CHEMBL93,ZILEUTON,0.5344,-3.3211,novel
1229,CHEMBL1472,PROTIRELIN,0.5344,-3.3216,novel
1230,CHEMBL1200434,OXTRIPHYLLINE,0.5343,-3.3227,novel
1231,CHEMBL4650273,SETMELANOTIDE ACETATE,0.5342,-3.3233,novel
1232,CHEMBL3940890,ACORAMIDIS,0.5341,-3.3243,novel
1233,CHEMBL1200531,ALFENTANIL HYDROCHLORIDE,0.534,-3.3258,novel
1234,CHEMBL3833329,ERENUMAB,0.534,-3.3266,novel
1235,CHEMBL2108670,BEZLOTOXUMAB,0.5339,-3.3278,novel
1236,CHEMBL56021,LEVACETYLLEUCINE,0.5339,-3.3279,novel
1237,CHEMBL4297503,BALOXAVIR MARBOXIL,0.5336,-3.3313,novel
1238,CHEMBL1741,CLARITHROMYCIN,0.5336,-3.3318,novel
1239,CHEMBL1201295,BITOLTEROL,0.5331,-3.3374,novel
1240,CHEMBL1257040,TRIFLUOPERAZINE HYDROCHLORIDE,0.5327,-3.3425,novel
1241,CHEMBL1336,SORAFENIB,0.5327,-3.343,novel
1242,CHEMBL4173394,BRILLIANT BLUE G,0.5327,-3.3431,novel
1243,CHEMBL91,MICONAZOLE,0.5326,-3.3439,novel
1244,CHEMBL4298149,ARIMOCLOMOL CITRATE,0.5325,-3.3452,novel
1245,CHEMBL411,DIETHYLSTILBESTROL,0.5324,-3.3464,novel
1246,CHEMBL1533310,HISTAMINE DIHYDROCHLORIDE,0.5324,-3.3472,novel
1247,CHEMBL1200912,PHENTERMINE HYDROCHLORIDE,0.5323,-3.3481,novel
1248,CHEMBL4,OFLOXACIN,0.5322,-3.3488,novel
1249,CHEMBL3833319,REVEFENACIN,0.5322,-3.3496,novel
1250,CHEMBL1237025,PEGLOTICASE,0.5322,-3.3497,novel
1251,CHEMBL2062163,PHENDIMETRAZINE TARTRATE,0.5322,-3.3497,novel
1252,CHEMBL4802130,BELUMOSUDIL MESYLATE,0.5321,-3.351,novel
1253,CHEMBL3545132,MIRVETUXIMAB SORAVTANSINE,0.5319,-3.3529,novel
1254,CHEMBL4594535,SUGEMALIMAB,0.5319,-3.3535,novel
1255,CHEMBL3544906,BENZPHETAMINE HYDROCHLORIDE,0.5319,-3.3538,novel
1256,CHEMBL5315051,YTTRIUM CHLORIDE Y-90,0.5317,-3.3555,novel
1257,CHEMBL2219414,ERAVACYCLINE DIHYDROCHLORIDE,0.5315,-3.3581,novel
1258,CHEMBL1194666,DIETHYLPROPION,0.5315,-3.3591,novel
1259,CHEMBL742,KETAMINE,0.5314,-3.3592,novel
1260,CHEMBL501,AMPHETAMINE SULFATE,0.5312,-3.362,novel
1261,CHEMBL2396661,ALPELISIB,0.531,-3.3654,novel
1262,CHEMBL2105735,ASUNAPREVIR,0.5308,-3.3671,novel
1263,CHEMBL1339,VARDENAFIL HYDROCHLORIDE,0.5308,-3.3677,novel
1264,CHEMBL576127,FENSPIRIDE,0.5308,-3.3677,novel
1265,CHEMBL9,NORFLOXACIN,0.5306,-3.3697,novel
1266,CHEMBL184,ACYCLOVIR,0.5306,-3.3707,novel
1267,CHEMBL1417019,MITOXANTRONE HYDROCHLORIDE,0.5303,-3.3742,novel
1268,CHEMBL1714574,TERCONAZOLE,0.5301,-3.377,novel
1269,CHEMBL125,MILTEFOSINE,0.5299,-3.3795,novel
1270,CHEMBL5315079,DEPREOTIDE TRIFLUOROACETATE,0.5295,-3.3842,novel
1271,CHEMBL1723,ALFUZOSIN HYDROCHLORIDE,0.5294,-3.3857,novel
1272,CHEMBL1683590,ERIBULIN,0.5294,-3.386,novel
1273,CHEMBL1082607,SALMETEROL XINAFOATE,0.5293,-3.3863,novel
1274,CHEMBL108,CARBAMAZEPINE,0.5289,-3.392,novel
1275,CHEMBL16476,PRONETALOL,0.5288,-3.3931,novel
1276,CHEMBL83063,RITODRINE,0.5284,-3.398,novel
1277,CHEMBL672,FENOFIBRATE,0.5282,-3.4007,novel
1278,CHEMBL288470,AMINOPYRINE,0.5282,-3.4009,novel
1279,CHEMBL2110731,TOFOGLIFLOZIN ANHYDROUS,0.5281,-3.4026,novel
1280,CHEMBL2107360,PALIPERIDONE PALMITATE,0.5279,-3.4052,novel
1281,CHEMBL4594273,ELACESTRANT HYDROCHLORIDE,0.5276,-3.4091,novel
1282,CHEMBL2096648,UREA C 13,0.5276,-3.4091,novel
1283,CHEMBL1512,FLUNISOLIDE,0.5275,-3.4108,novel
1284,CHEMBL113,CAFFEINE,0.5272,-3.4137,novel
1285,CHEMBL1201419,LUTROPIN ALFA,0.5272,-3.4144,novel
1286,CHEMBL3707246,OZANIMOD HYDROCHLORIDE,0.5271,-3.4153,novel
1287,CHEMBL181,DIAZOXIDE,0.527,-3.417,novel
1288,CHEMBL36506,NOVOBIOCIN,0.5269,-3.4177,novel
1289,CHEMBL1201192,ARMODAFINIL,0.5269,-3.4184,novel
1290,CHEMBL1200527,ATRACURIUM BESYLATE,0.5268,-3.4194,novel
1291,CHEMBL1201196,SERTACONAZOLE,0.5266,-3.4215,novel
1292,CHEMBL5314382,PASIREOTIDE PAMOATE,0.5266,-3.4217,novel
1293,CHEMBL2110962,MEFENOREX,0.5265,-3.4233,novel
1294,CHEMBL1200522,AVOBENZONE,0.5264,-3.4247,novel
1295,CHEMBL3990034,FIDANACOGENE ELAPARVOVEC,0.5263,-3.4257,novel
1296,CHEMBL105,MITOMYCIN,0.5262,-3.4271,novel
1297,CHEMBL6068356,"MUMPS VIRUS, LIVE ATTENUATED",0.5262,-3.4274,novel
1298,CHEMBL553025,VINORELBINE,0.526,-3.4295,novel
1299,CHEMBL3989551,LINCOMYCIN HYDROCHLORIDE,0.5259,-3.4303,novel
1300,CHEMBL1397,POSACONAZOLE,0.5259,-3.4314,novel
1301,CHEMBL3301622,GILTERITINIB,0.5257,-3.4334,novel
1302,CHEMBL3301675,LINACLOTIDE,0.5257,-3.4336,novel
1303,CHEMBL2105759,BARICITINIB,0.5257,-3.4339,novel
1304,CHEMBL1106,EPINASTINE,0.5257,-3.4339,novel
1305,CHEMBL2104993,VORTIOXETINE,0.5257,-3.434,novel
1306,CHEMBL4650272,TRILACICLIB DIHYDROCHLORIDE,0.5256,-3.4347,novel
1307,CHEMBL4299940,MITAPIVAT,0.5253,-3.4386,novel
1308,CHEMBL1628234,DOXEPIN HYDROCHLORIDE,0.5252,-3.4399,novel
1309,CHEMBL777,CLAVULANIC ACID,0.5251,-3.4409,novel
1310,CHEMBL1200556,DESMOPRESSIN ACETATE,0.5251,-3.441,novel
1311,CHEMBL14060,PHENOL,0.525,-3.4424,novel
1312,CHEMBL1419,SIBUTRAMINE,0.5249,-3.4438,novel
1313,CHEMBL111,RIMONABANT,0.5249,-3.4442,novel
1314,CHEMBL2105648,PALOVAROTENE,0.5248,-3.445,novel
1315,CHEMBL1201467,"SYNTHETIC CONJUGATED ESTROGENS, B",0.5247,-3.446,novel
1316,CHEMBL3183184,OCTINOXATE,0.5247,-3.4461,novel
1317,CHEMBL1200493,NAFTIFINE HYDROCHLORIDE,0.5242,-3.453,novel
1318,CHEMBL2062264,PHENYLEPHRINE BITARTRATE,0.524,-3.4556,novel
1319,CHEMBL1460,DIDANOSINE,0.5239,-3.4571,novel
1320,CHEMBL1770916,NIROGACESTAT,0.5238,-3.4577,novel
1321,CHEMBL6068366,STREPTOCOCCUS PNEUMONIAE POLYSACCHARIDE CONJUGATED TO TETANUS TOXOID,0.5232,-3.4653,novel
1322,CHEMBL1486,TENOFOVIR DISOPROXIL FUMARATE,0.5231,-3.4672,novel
1323,CHEMBL387675,DAPTOMYCIN,0.5229,-3.4701,novel
1324,CHEMBL2107374,SUGAMMADEX SODIUM,0.5228,-3.4707,novel
1325,CHEMBL25,ASPIRIN,0.5228,-3.4709,novel
1326,CHEMBL4298189,ELADOCAGENE EXUPARVOVEC,0.5227,-3.4723,novel
1327,CHEMBL1200806,NAPROXEN SODIUM,0.5227,-3.4726,novel
1328,CHEMBL766,CILASTATIN,0.5225,-3.4753,novel
1329,CHEMBL521,IBUPROFEN,0.5224,-3.4755,novel
1330,CHEMBL1388,MONOBENZONE,0.5224,-3.4756,novel
1331,CHEMBL1200454,VALGANCICLOVIR HYDROCHLORIDE,0.5224,-3.4759,novel
1332,CHEMBL1456,MYCOPHENOLATE MOFETIL,0.5223,-3.4773,novel
1333,CHEMBL1908919,FLORBETAPIR,0.5222,-3.4783,novel
1334,CHEMBL6068493,STREPTOCOCCUS PNEUMONIAE POLYSACCHARIDE CONJUGATED TO CORYNEBACTERIUM DIPHTHERIAE CRM197,0.522,-3.4815,novel
1335,CHEMBL3989562,TERAZOSIN HYDROCHLORIDE,0.5217,-3.4853,novel
1336,CHEMBL413,SIROLIMUS,0.5216,-3.4857,novel
1337,CHEMBL1251,GANIRELIX,0.5214,-3.4895,novel
1338,CHEMBL1201163,SUFENTANIL CITRATE,0.5212,-3.491,novel
1339,CHEMBL175247,ORLISTAT,0.5211,-3.4923,novel
1340,CHEMBL2007641,PERTUZUMAB,0.5211,-3.4926,novel
1341,CHEMBL249837,METHACYCLINE,0.5211,-3.4931,novel
1342,CHEMBL1789842,INDACATEROL MALEATE,0.5209,-3.4948,novel
1343,CHEMBL928,DANTROLENE SODIUM,0.5209,-3.496,novel
1344,CHEMBL3707183,QUINIDINE SULFATE,0.5204,-3.5015,novel
1345,CHEMBL1547,THIAMINE ION,0.5203,-3.5037,novel
1346,CHEMBL2364653,ANIFROLUMAB,0.5199,-3.508,novel
1347,CHEMBL5483015,ARSENIC TRIOXIDE,0.5199,-3.5084,novel
1348,CHEMBL2105758,AVATROMBOPAG MALEATE,0.5196,-3.5115,novel
1349,CHEMBL960,LEFLUNOMIDE,0.5196,-3.5115,novel
1350,CHEMBL548,DINOPROSTONE,0.5196,-3.5123,novel
1351,CHEMBL175691,RILPIVIRINE,0.5195,-3.5137,novel
1352,CHEMBL4084119,LIRAGLUTIDE,0.5193,-3.5165,novel
1353,CHEMBL1200501,GOSERELIN ACETATE,0.5193,-3.5165,novel
1354,CHEMBL1200890,OXYCODONE HYDROCHLORIDE,0.5192,-3.517,novel
1355,CHEMBL1234,DEFEROXAMINE MESYLATE,0.5192,-3.5174,novel
1356,CHEMBL1789844,IPILIMUMAB,0.5191,-3.5182,novel
1357,CHEMBL712,ANISINDIONE,0.5191,-3.5192,novel
1358,CHEMBL3099695,OSILODROSTAT,0.519,-3.5198,novel
1359,CHEMBL3707326,BUROSUMAB,0.519,-3.5201,novel
1360,CHEMBL1568698,GANAXOLONE,0.5189,-3.521,novel
1361,CHEMBL1200322,ESCITALOPRAM OXALATE,0.5186,-3.5245,novel
1362,CHEMBL6068346,"HEPATITIS B VIRUS S PROTEIN, PRE-S1 PROTEIN AND PRE-S2 PROTEIN VIRUS LIKE PARTICLES",0.5185,-3.5262,novel
1363,CHEMBL2218917,CEVIMELINE HYDROCHLORIDE,0.5185,-3.5264,novel
1364,CHEMBL6068375,VESICULAR STOMATITIS VIRUS ENCODING EBOLA VIRUS GLYCOPROTEIN,0.5183,-3.5286,novel
1365,CHEMBL1698,BUPROPION HYDROCHLORIDE,0.5183,-3.529,novel
1366,CHEMBL2108214,AGALSIDASE ALFA,0.5183,-3.5295,novel
1367,CHEMBL869,NITROFURAZONE,0.5182,-3.5296,novel
1368,CHEMBL810,TEMOZOLOMIDE,0.5181,-3.5311,novel
1369,CHEMBL1117,IDARUBICIN,0.5181,-3.5317,novel
1370,CHEMBL1546,HYDROXYAMPHETAMINE,0.5177,-3.5368,novel
1371,CHEMBL1963683,TAFLUPROST,0.5175,-3.5396,novel
1372,CHEMBL2134724,IPRATROPIUM BROMIDE,0.5174,-3.5411,novel
1373,CHEMBL1323,DARUNAVIR,0.5171,-3.5448,novel
1374,CHEMBL420762,MOZAVAPTAN,0.5167,-3.5494,novel
1375,CHEMBL4298054,STEM BROMELAIN,0.5167,-3.5496,novel
1376,CHEMBL1200759,ANAGRELIDE HYDROCHLORIDE,0.5166,-3.5504,novel
1377,CHEMBL762,OXYMETAZOLINE,0.5164,-3.5531,novel
1378,CHEMBL6068358,"ROTAVIRUS, LIVE",0.5164,-3.5533,novel
1379,CHEMBL584,NELFINAVIR,0.5162,-3.5555,novel
1380,CHEMBL2106217,FENFLURAMINE HYDROCHLORIDE,0.5162,-3.5564,novel
1381,CHEMBL2108593,EPOETIN ZETA,0.5159,-3.5594,novel
1382,CHEMBL811,BROMPHENIRAMINE,0.5157,-3.5624,novel
1383,CHEMBL5315124,LEVOFLOXACIN,0.5157,-3.5629,novel
1384,CHEMBL5315062,LUTETIUM CHLORIDE LU-177,0.5156,-3.5639,novel
1385,CHEMBL2109092,EPOETIN BETA,0.5156,-3.564,novel
1386,CHEMBL6068341,TENOFOVIR DISOPROXIL PHOSPHATE,0.5154,-3.566,novel
1387,CHEMBL1770248,ERTUGLIFLOZIN,0.5152,-3.5691,novel
1388,CHEMBL1201599,HUMAN IMMUNOGLOBULIN G,0.5151,-3.5705,novel
1389,CHEMBL2108185,CORIFOLLITROPIN ALFA,0.5149,-3.5727,novel
1390,CHEMBL1200737,COLFOSCERIL PALMITATE,0.5147,-3.5756,novel
1391,CHEMBL979,MEPROBAMATE,0.5146,-3.5772,novel
1392,CHEMBL1200799,TRAVOPROST,0.5145,-3.5783,novel
1393,CHEMBL240597,CHENODIOL,0.5142,-3.5817,novel
1394,CHEMBL3989958,IVOSIDENIB,0.5139,-3.5857,novel
1395,CHEMBL5315053,PEMETREXED MONOHYDRATE,0.5139,-3.5862,novel
1396,CHEMBL1200881,MINOCYCLINE HYDROCHLORIDE,0.5139,-3.5863,novel
1397,CHEMBL5315113,SPHEROIDS OF HUMAN AUTOLOGOUS MATRIX-ASSOCIATED CHONDROCYTES,0.5137,-3.5878,novel
1398,CHEMBL450449,TRABECTEDIN,0.5137,-3.5883,novel
1399,CHEMBL6068357,"VARICELLA ZOSTER VIRUS, LIVE ATTENUATED",0.5135,-3.5912,novel
1400,CHEMBL3989514,IRINOTECAN HYDROCHLORIDE,0.5132,-3.5944,novel
1401,CHEMBL348000,CINCHOPHEN,0.5131,-3.5962,novel
1402,CHEMBL601,AMINOLEVULINIC ACID,0.5131,-3.5964,novel
1403,CHEMBL112,ACETAMINOPHEN,0.5128,-3.6001,novel
1404,CHEMBL4594260,TAZEMETOSTAT HYDROBROMIDE,0.5128,-3.6003,novel
1405,CHEMBL2108809,SULESOMAB,0.5126,-3.6028,novel
1406,CHEMBL414357,EXENATIDE,0.5125,-3.6032,novel
1407,CHEMBL514,LOMUSTINE,0.5125,-3.6043,novel
1408,CHEMBL4297840,TISLELIZUMAB,0.5124,-3.6045,novel
1409,CHEMBL849,TRICLOSAN,0.5123,-3.6062,novel
1410,CHEMBL720,BENZYL ALCOHOL,0.5123,-3.607,novel
1411,CHEMBL4298153,NIROGACESTAT HYDROBROMIDE,0.512,-3.6101,novel
1412,CHEMBL786,TAMOXIFEN CITRATE,0.512,-3.6103,novel
1413,CHEMBL505,CHLORPHENIRAMINE,0.5118,-3.6122,novel
1414,CHEMBL516,CYPROHEPTADINE,0.5116,-3.6158,novel
1415,CHEMBL3989909,LENIOLISIB PHOSPHATE,0.5115,-3.6164,novel
1416,CHEMBL2364649,MARGETUXIMAB,0.5115,-3.617,novel
1417,CHEMBL4535757,SOTORASIB,0.5113,-3.6189,novel
1418,CHEMBL659,GALANTAMINE,0.5113,-3.6194,novel
1419,CHEMBL2107383,VERNAKALANT HYDROCHLORIDE,0.5113,-3.6197,novel
1420,CHEMBL779,TADALAFIL,0.5112,-3.6212,novel
1421,CHEMBL1200509,HISTRELIN ACETATE,0.511,-3.6231,novel
1422,CHEMBL220491,BRINZOLAMIDE,0.5109,-3.625,novel
1423,CHEMBL43,AMSACRINE,0.5109,-3.6251,novel
1424,CHEMBL1256391,PIRFENIDONE,0.5107,-3.6271,novel
1425,CHEMBL6067656,CEFTRIAXONE SODIUM,0.5106,-3.6281,novel
1426,CHEMBL6068376,"DENGUE VIRUS, LIVE ATTENUATED",0.5105,-3.6291,novel
1427,CHEMBL1201645,INTRINSIC FACTOR,0.5105,-3.6296,novel
1428,CHEMBL6068349,BORDETELLA PERTUSSIS TOXIN,0.5105,-3.6298,novel
1429,CHEMBL298734,LONAFARNIB,0.5104,-3.6305,novel
1430,CHEMBL5315067,AUTOLOGOUS PERIPHERAL-BLOOD MONONUCLEAR CELLS INCLUDING A MINIMUM OF 50 MILLION AUTOLOGOUS CD54+ CELLS ACTIVATED WITH PROSTATIC ACID PHOSPHATASE GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR,0.5104,-3.6305,novel
1431,CHEMBL1200989,ALCLOMETASONE DIPROPIONATE,0.5103,-3.6326,novel
1432,CHEMBL2105680,RIFAMYCIN SODIUM,0.5103,-3.6326,novel
1433,CHEMBL6068423,ESTETROL,0.5102,-3.634,novel
1434,CHEMBL1255654,TETRACAINE HYDROCHLORIDE,0.5102,-3.634,novel
1435,CHEMBL3544988,DAPRODUSTAT,0.5101,-3.6349,novel
